CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2016-05-20,13:30,,,40.57715,-74.16407,"(40.57715, -74.16407)",,,280       MARSH AVENUE                  ,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,,,,,3444955,Station Wagon/Sport Utility Vehicle,,,,
2016-03-05,21:09,BRONX,10458,40.8546114,-73.8918007,"(40.8546114, -73.8918007)",EAST 183 STREET                 ,BATHGATE AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3401605,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2025-02-08,8:00,BRONX,10474,40.81446,-73.89175,"(40.81446, -73.89175)",,,1168      BURNETT PL,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4791386,Sedan,,,,
2018-03-18,16:25,,,40.79653,-73.97597,"(40.79653, -73.97597)",HENRY HUDSON PARKWAY            ,,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3865273,Sedan,Station Wagon/Sport Utility Vehicle,,,
2014-06-17,12:17,,,,,,ROCKAWAY BOULEVARD              ,101 STREET                      ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,353187,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2014-08-13,2:30,BROOKLYN,11206,40.7004248,-73.9443882,"(40.7004248, -73.9443882)",FLUSHING AVENUE                 ,THROOP AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1007979,AMBULANCE,PASSENGER VEHICLE,,,
2017-01-17,19:00,MANHATTAN,10012,40.728413,-73.99426,"(40.728413, -73.99426)",BROADWAY                        ,EAST 4 STREET,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3602180,Taxi,,,,
2020-12-30,15:00,,,40.753788,-73.744286,"(40.753788, -73.744286)",CROSS ISLAND PARKWAY            ,,,2.0,0.0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4380396,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2014-08-06,13:45,,,,,,108 STREET                      ,HORACE HARDING EXPRESSWAY       ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,1005738,PASSENGER VEHICLE,,,,
2017-05-13,4:00,,,40.74724,-73.73696,"(40.74724, -73.73696)",CROSS ISLAND PARKWAY            ,,,0.0,0.0,0,0,0,0,0,0,Tire Failure/Inadequate,,,,,3671327,Sedan,,,,
2014-04-16,17:00,QUEENS,11385,40.7028729,-73.8995235,"(40.7028729, -73.8995235)",60 STREET                       ,CATALPA AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,321756,PASSENGER VEHICLE,,,,
2018-07-19,17:40,BRONX,10467,40.878643,-73.871605,"(40.878643, -73.871605)",WEBSTER AVENUE                  ,EAST GUN HILL ROAD,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Passing or Lane Usage Improper,,,,3945242,Station Wagon/Sport Utility Vehicle,Bus,,,
2015-07-12,16:30,,,40.7668456,-73.8382532,"(40.7668456, -73.8382532)",,,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3258330,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2018-12-31,23:00,MANHATTAN,10018,40.7545,-73.9918,"(40.7545, -73.9918)",,,557       8 AVENUE                      ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4060451,Station Wagon/Sport Utility Vehicle,Taxi,,,
2014-08-07,14:30,,,,,,VICTORY BOULEVARD               ,CHRISTOPHER LANE                ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,1005287,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2014-03-12,11:30,BROOKLYN,11237,40.7055558,-73.9265773,"(40.7055558, -73.9265773)",VARICK AVENUE                   ,FLUSHING AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,306421,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
2015-01-18,8:50,MANHATTAN,10039,40.8241843,-73.9372246,"(40.8241843, -73.9372246)",7 AVENUE                        ,WEST 149 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3154722,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2012-12-13,16:45,,,,,,120 AVENUE                      ,NASHVILLE BOULEVARD             ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,269208,PASSENGER VEHICLE,UNKNOWN,,,
2014-06-12,13:00,BROOKLYN,11237,40.7142083,-73.9281658,"(40.7142083, -73.9281658)",METROPOLITAN AVENUE             ,STEWART AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,350937,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2024-09-04,18:45,MANHATTAN,10012,40.721172,-73.99658,"(40.721172, -73.99658)",MULBERRY STREET,KENMARE STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4754248,Sedan,Garbage or Refuse,,,
2020-07-09,7:30,,,40.757473,-73.91582,"(40.757473, -73.91582)",44 STREET                       ,,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4328594,Station Wagon/Sport Utility Vehicle,,,,
2016-11-10,15:30,QUEENS,11370,40.75545,-73.89671,"(40.75545, -73.89671)",,,32-57     70 STREET                     ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3562840,Station Wagon/Sport Utility Vehicle,,,,
2012-07-30,20:30,BROOKLYN,11234,40.6301502,-73.9338945,"(40.6301502, -73.9338945)",AVENUE I                        ,TROY AVENUE                     ,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,125859,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2014-12-30,17:30,BROOKLYN,11249,40.6999021,-73.9616707,"(40.6999021, -73.9616707)",KENT AVENUE                     ,PENN STREET                     ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,,,,,3145632,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2021-06-08,7:47,,,40.68576,-73.915504,"(40.68576, -73.915504)",HALSEY STREET,BROADWAY,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4426286,Sedan,,,,
2018-02-26,19:55,MANHATTAN,10011,40.739567,-73.99251,"(40.739567, -73.99251)",,,29        WEST 19 STREET                ,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3855670,Station Wagon/Sport Utility Vehicle,Sedan,,,
2022-08-07,4:44,BRONX,10467,40.880657,-73.877625,"(40.880657, -73.877625)",EAST GUN HILL ROAD,WAYNE AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4553132,Pick-up Truck,Bus,,,
2017-11-09,17:30,QUEENS,11434,40.684532,-73.7747,"(40.684532, -73.7747)",,,171-12    119 AVENUE                    ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3787138,Station Wagon/Sport Utility Vehicle,Sedan,,,
2024-11-05,8:45,MANHATTAN,10009,40.723076,-73.97648,"(40.723076, -73.97648)",AVENUE D,E 7 ST,,0.0,0.0,0,0,0,0,0,0,,,,,,4771984,,,,,
2018-03-24,18:10,MANHATTAN,10018,40.750713,-73.98409,"(40.750713, -73.98409)",,,20        WEST 37 STREET                ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3868850,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2013-05-23,17:48,BROOKLYN,11201,40.6867007,-73.9981899,"(40.6867007, -73.9981899)",HENRY STREET                    ,KANE STREET                     ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,171691,PASSENGER VEHICLE,UNKNOWN,,,
2016-03-15,9:20,MANHATTAN,10001,40.748623,-73.99237,"(40.748623, -73.99237)",,,364       7 AVENUE                      ,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unsafe Lane Changing,,,,3407145,4 dr sedan,4 dr sedan,,,
2018-05-19,17:03,MANHATTAN,10024,40.78202,-73.97173,"(40.78202, -73.97173)",CENTRAL PARK WEST               ,WEST 81 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3904469,Station Wagon/Sport Utility Vehicle,Taxi,,,
2016-11-07,17:41,QUEENS,11372,40.754387,-73.89653,"(40.754387, -73.89653)",70 STREET                       ,NORTHERN BOULEVARD,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3556866,Pick-up Truck,,,,
2013-08-06,15:12,,,40.585038,-73.9564414,"(40.585038, -73.9564414)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2944061,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2018-01-13,15:19,BROOKLYN,11216,40.67156,-73.94907,"(40.67156, -73.94907)",,,880       SAINT JOHNS PLACE             ,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3829225,Sedan,Sedan,,,
2017-12-09,5:55,,,40.666233,-73.761,"(40.666233, -73.761)",BELT PARKWAY                    ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3805853,Sedan,Sedan,,,
2013-05-15,18:09,BRONX,10472,40.8260286,-73.8785792,"(40.8260286, -73.8785792)",ELDER AVENUE                    ,WATSON AVENUE                   ,,1.0,0.0,1,0,0,0,0,0,Prescription Medication,,,,,82986,OTHER,,,,
2023-02-21,17:00,BRONX,10467,40.881344,-73.870476,"(40.881344, -73.870476)",,,3509      WEBSTER AVENUE,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4613019,Station Wagon/Sport Utility Vehicle,Sedan,,,
2014-03-30,18:35,QUEENS,11354,40.7589491,-73.8319096,"(40.7589491, -73.8319096)",ROOSEVELT AVENUE                ,PRINCE STREET                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,895115,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-03-04,9:39,STATEN ISLAND,10305,40.6012042,-74.0650758,"(40.6012042, -74.0650758)",LILY POND AVENUE                ,NARROWS ROAD SOUTH              ,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3180099,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2017-12-27,13:20,,,40.666748,-73.764534,"(40.666748, -73.764534)",BELT PARKWAY                    ,,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3820464,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-03-27,10:41,,,40.646294,-74.019844,"(40.646294, -74.019844)",2 AVENUE                        ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3640342,Station Wagon/Sport Utility Vehicle,TRUCK,,,
2022-12-18,11:00,BROOKLYN,11219,40.63082,-74.00185,"(40.63082, -74.00185)",,,1150      60 STREET,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4590772,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2014-01-06,18:00,QUEENS,11363,40.7653588,-73.7442823,"(40.7653588, -73.7442823)",DOUGLASTON PARKWAY              ,NORTHERN BOULEVARD              ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,263597,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2012-10-24,15:30,MANHATTAN,10036,40.7548409,-73.9841185,"(40.7548409, -73.9841185)",WEST 42 STREET                  ,6 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,27177,BUS,VAN,,,
2013-10-29,8:00,,,40.7413253,-73.7847761,"(40.7413253, -73.7847761)",,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3034373,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2016-01-30,2:30,BROOKLYN,11238,40.6729475,-73.9674578,"(40.6729475, -73.9674578)",EASTERN PARKWAY                 ,UNDERHILL AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3380269,LIVERY VEHICLE,PASSENGER VEHICLE,,,
2016-08-16,22:00,BROOKLYN,11205,40.693626,-73.96406,"(40.693626, -73.96406)",MYRTLE AVENUE                   ,GRAND AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3502528,Sedan,Sedan,,,
2022-01-01,3:48,BROOKLYN,11201,40.688316,-74.00113,"(40.688316, -74.00113)",,,100       COLUMBIA STREET,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4491137,Sedan,Sedan,,,
2013-10-18,19:15,,,,,,UNION TURNPIKE                  ,METROPOLITAN AVENUE             ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,267061,PASSENGER VEHICLE,PICK-UP TRUCK,,,
2024-04-14,1:00,,,40.76294,-73.86067,"(40.76294, -73.86067)",GRAND CENTRAL PKWY,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4717154,Sedan,Sedan,,,
2015-03-30,8:41,BROOKLYN,11234,40.6097466,-73.9313467,"(40.6097466, -73.9313467)",EAST 36 STREET                  ,AVENUE S                        ,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3194571,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-04-21,14:05,QUEENS,11419,40.6866946,-73.8149753,"(40.6866946, -73.8149753)",107 AVENUE                      ,129 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3206677,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2013-11-21,21:10,BROOKLYN,11235,40.5858119,-73.9529911,"(40.5858119, -73.9529911)",VOORHIES AVENUE                 ,EAST 16 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,120445,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
2016-11-08,12:12,MANHATTAN,10001,40.75458,-73.99915,"(40.75458, -73.99915)",WEST 34 STREET                  ,10 AVENUE,,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3556445,Sedan,Flat Bed,,,
2015-04-15,8:20,BROOKLYN,11212,40.654313,-73.9175769,"(40.654313, -73.9175769)",CHURCH AVENUE                   ,LINDEN BOULEVARD                ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3203002,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2016-03-30,17:00,BROOKLYN,11239,,,,GATEWAY DRIVE                   ,ERSKINE STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3418818,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
2016-11-13,3:10,MANHATTAN,10012,40.72803,-74.00216,"(40.72803, -74.00216)",WEST HOUSTON STREET             ,MAC DOUGAL STREET,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3559515,Sedan,Sedan,,,
2012-11-30,17:30,,,,,,CRESCENT STREET                 ,30 ROAD                         ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,274179,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2013-08-21,16:20,BRONX,10475,40.8687708,-73.8317333,"(40.8687708, -73.8317333)",BARTOW AVENUE                   ,BAYCHESTER AVENUE               ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,91001,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2024-03-15,21:15,,,40.731377,-73.973724,"(40.731377, -73.973724)",FDR DRIVE,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4710128,Sedan,,,,
2013-10-29,13:30,MANHATTAN,10003,40.7346179,-73.9862126,"(40.7346179, -73.9862126)",3 AVENUE                        ,EAST 16 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,25170,VAN,LIVERY VEHICLE,,,
2017-06-13,19:50,MANHATTAN,10001,40.751183,-73.989,"(40.751183, -73.989)",,,155       WEST 35 STREET                ,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3690491,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2015-09-13,14:42,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3296118,LIVERY VEHICLE,PASSENGER VEHICLE,,,
2023-03-01,19:40,QUEENS,11368,40.757725,-73.86372,"(40.757725, -73.86372)",105 STREET,NORTHERN BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4609332,Sedan,Van,,,
2023-02-03,14:00,BROOKLYN,11207,40.65759,-73.8835,"(40.65759, -73.8835)",VAN SICLEN AVENUE,WORTMAN AVENUE,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,4603733,Station Wagon/Sport Utility Vehicle,,,,
2017-04-10,10:16,QUEENS,11101,40.737537,-73.929955,"(40.737537, -73.929955)",HUNTERS POINT AVENUE            ,GREENPOINT AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3648658,Sedan,,,,
2015-10-21,14:19,MANHATTAN,10039,40.8216382,-73.9390768,"(40.8216382, -73.9390768)",7 AVENUE                        ,WEST 145 STREET                 ,,1.0,0.0,1,0,0,0,0,0,Prescription Medication,Other Vehicular,,,,3320161,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2019-08-14,17:00,,,40.57755,-74.12726,"(40.57755, -74.12726)",ROCKLAND AVENUE                 ,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4189427,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2015-09-25,14:40,QUEENS,11106,40.7598833,-73.9367906,"(40.7598833, -73.9367906)",36 AVENUE                       ,21 STREET                       ,,1.0,0.0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,3304044,PASSENGER VEHICLE,MOTORCYCLE,,,
2012-10-02,12:11,BROOKLYN,11230,40.6307476,-73.9717115,"(40.6307476, -73.9717115)",OCEAN PARKWAY                   ,PARKVILLE AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,148151,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2016-07-26,10:00,BROOKLYN,11230,40.618214,-73.95815,"(40.618214, -73.95815)",EAST 17 STREET                  ,AVENUE M,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3489555,Sedan,Sedan,,,
2013-05-10,16:31,,,,,,,,P/L OF 2655 RICHMOND AVENUE             ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,297903,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2016-01-19,15:40,,,40.8479686,-73.8714426,"(40.8479686, -73.8714426)",,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3374076,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
2014-03-15,12:25,,,40.7642676,-73.7229343,"(40.7642676, -73.7229343)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3080739,PASSENGER VEHICLE,UNKNOWN,,,
2016-01-23,3:30,BRONX,10454,40.8055605,-73.9144963,"(40.8055605, -73.9144963)",EAST 138 STREET                 ,CYPRESS AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3375767,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2018-05-04,20:55,BROOKLYN,11206,40.701565,-73.94333,"(40.701565, -73.94333)",,,700       BROADWAY                      ,5.0,0.0,0,0,0,0,5,0,Following Too Closely,Unspecified,,,,3895838,Sedan,Station Wagon/Sport Utility Vehicle,,,
2015-04-11,12:50,QUEENS,11420,40.667082,-73.8229564,"(40.667082, -73.8229564)",150 AVENUE                      ,118 STREET                      ,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Outside Car Distraction,,,,3201478,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-04-14,7:40,,,,,,81 STREET                       ,ATLANTIC AVENUE                 ,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3202573,PASSENGER VEHICLE,,,,
2019-09-05,17:05,BRONX,10475,40.885094,-73.82527,"(40.885094, -73.82527)",HOLLERS AVENUE                  ,PEARTREE AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4202112,Sedan,,,,
2019-05-11,1:00,BRONX,10462,40.836773,-73.86152,"(40.836773, -73.86152)",,,1491      WEST AVENUE                   ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4130749,Station Wagon/Sport Utility Vehicle,,,,
2018-12-28,0:00,,,40.834198,-73.85169,"(40.834198, -73.85169)",CASTLE HILL AVENUE              ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4053874,Station Wagon/Sport Utility Vehicle,,,,
2017-04-25,17:00,QUEENS,11385,40.711426,-73.905396,"(40.711426, -73.905396)",,,62-65     FOREST AVENUE                 ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3657575,Station Wagon/Sport Utility Vehicle,Sedan,,,
2012-07-24,13:16,,,,,,HILLSIDE AVENUE                 ,148 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,233309,VAN,BUS,,,
2019-01-09,10:30,BROOKLYN,11238,40.675755,-73.97143,"(40.675755, -73.97143)",FLATBUSH AVENUE                 ,8 AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4064487,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-01-12,9:00,,,40.7523,-73.93214,"(40.7523, -73.93214)",32 STREET,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4599426,Station Wagon/Sport Utility Vehicle,,,,
2024-05-28,16:35,MANHATTAN,10016,40.7441,-73.97637,"(40.7441, -73.97637)",2 AVENUE,EAST 33 STREET,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4729416,Station Wagon/Sport Utility Vehicle,Bike,,,
2015-01-08,13:45,BROOKLYN,11222,40.7208289,-73.93813,"(40.7208289, -73.93813)",DIVISION PLACE                  ,MORGAN AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3150187,OTHER,VAN,,,
2015-05-12,12:02,QUEENS,11417,40.6681886,-73.8362477,"(40.6681886, -73.8362477)",ALBERT ROAD                     ,HURON STREET                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3219411,TAXI,UNKNOWN,,,
2013-09-11,15:40,,,,,,WEBSTER AVENUE                  ,CROSS BRONX EXPRESSWAY SVC RD S ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Lost Consciousness,,,,80115,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2022-01-19,13:30,BRONX,10455,40.817513,-73.91712,"(40.817513, -73.91712)",EAST 151 STREET,MELROSE AVENUE,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,4497212,Sedan,,,,
2018-05-14,12:00,STATEN ISLAND,10305,40.59569,-74.08492,"(40.59569, -74.08492)",QUINTARD STREET                 ,JEROME ROAD,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3901065,Station Wagon/Sport Utility Vehicle,Sedan,,,
2014-01-08,9:55,BROOKLYN,11236,40.6521168,-73.8998342,"(40.6521168, -73.8998342)",FOSTER AVENUE                   ,EAST 105 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,147177,PASSENGER VEHICLE,VAN,,,
2019-10-01,17:10,,,40.829407,-73.87307,"(40.829407, -73.87307)",BRONX RIVER PARKWAY             ,,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4216287,Tractor Truck Diesel,Sedan,,,
2017-08-12,3:40,BRONX,10461,40.847332,-73.831375,"(40.847332, -73.831375)",BUHRE AVENUE                    ,HOBART AVENUE,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3730295,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2018-08-09,11:38,MANHATTAN,10012,40.726543,-73.99913,"(40.726543, -73.99913)",WEST HOUSTON STREET             ,WOOSTER STREET,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3958485,Taxi,,,,
2017-12-23,2:47,BROOKLYN,11213,40.67968,-73.93663,"(40.67968, -73.93663)",,,1600      FULTON STREET                 ,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3820341,Sedan,Sedan,,,
2013-04-09,16:50,,,,,,MEEKER AVENUE                   ,HUMBOLDT STREET                 ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,199437,LIVERY VEHICLE,VAN,,,
2018-04-07,21:15,MANHATTAN,10016,40.751575,-73.982285,"(40.751575, -73.982285)",5 AVENUE                        ,WEST 39 STREET,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3876814,Taxi,Station Wagon/Sport Utility Vehicle,,,
2023-12-12,10:15,,,40.71576,-73.74655,"(40.71576, -73.74655)",JAMAICA AVENUE,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4686574,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2015-02-28,13:12,BRONX,10468,40.8624717,-73.9002838,"(40.8624717, -73.9002838)",WALTON AVENUE                   ,EAST FORDHAM ROAD               ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3177064,VAN,PASSENGER VEHICLE,,,
2012-08-31,17:36,BROOKLYN,11214,40.5982911,-74.000036,"(40.5982911, -74.000036)",BAY 28 STREET                   ,CROPSEY AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,121853,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
